,ID,label
0,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104213500.jpg,0
1,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104223232.jpg,0
2,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104230594.jpg,0
3,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104243528.jpg,0
4,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104252489.jpg,0
5,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104259838.jpg,0
6,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104305467.jpg,0
7,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104311115.jpg,0
8,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104319014.jpg,0
9,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104325046.jpg,0
10,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104333881.jpg,0
11,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104353752.jpg,0
12,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323104359696.jpg,0
13,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111500372.jpg,0
14,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111507909.jpg,0
15,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111516697.jpg,0
16,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111522471.jpg,0
17,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111531669.jpg,0
18,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111541951.jpg,0
19,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111548854.jpg,0
20,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111558120.jpg,0
21,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323111617159.jpg,0
22,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112251279.jpg,0
23,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112301217.jpg,0
24,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112309293.jpg,0
25,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112320718.jpg,0
26,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112329564.jpg,0
27,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112347591.jpg,0
28,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112354202.jpg,0
29,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112412118.jpg,0
30,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112421007.jpg,0
31,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323112458836.jpg,0
32,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140420873.jpg,0
33,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140430803.jpg,0
34,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140436378.jpg,0
35,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140441936.jpg,0
36,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140449717.jpg,0
37,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140455542.jpg,0
38,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140501415.jpg,0
39,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140517245.jpg,0
40,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140531418.jpg,0
41,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140539494.jpg,0
42,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090323140546446.jpg,0
43,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131109303.jpg,0
44,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131114552.jpg,0
45,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131119611.jpg,0
46,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131124571.jpg,0
47,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131131583.jpg,0
48,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131136644.jpg,0
49,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131141482.jpg,0
50,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131147069.jpg,0
51,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131154230.jpg,0
52,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131200522.jpg,0
53,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131212625.jpg,0
54,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131217666.jpg,0
55,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131222576.jpg,0
56,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131227637.jpg,0
57,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131336546.jpg,0
58,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131342998.jpg,0
59,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328131349301.jpg,0
60,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140126097.jpg,0
61,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140131085.jpg,0
62,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140135703.jpg,0
63,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140141439.jpg,0
64,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140147656.jpg,0
65,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140153524.jpg,0
66,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140203560.jpg,0
67,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140208385.jpg,0
68,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140213304.jpg,0
69,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140220297.jpg,0
70,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140225942.jpg,0
71,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140231260.jpg,0
72,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140236538.jpg,0
73,/home/rico-li/Job/Metal/Image/GB/GB_Q0685-1090328140242429.jpg,0
74,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091154701.jpg,0
75,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091204237.jpg,0
76,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091215273.jpg,0
77,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091222087.jpg,0
78,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091228770.jpg,0
79,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091239358.jpg,0
80,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091330455.jpg,0
81,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091340208.jpg,0
82,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091545961.jpg,0
83,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324091600545.jpg,0
84,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103158238.jpg,0
85,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103207035.jpg,0
86,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103214513.jpg,0
87,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103228350.jpg,0
88,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103241139.jpg,0
89,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103252354.jpg,0
90,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103302424.jpg,0
91,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103514263.jpg,0
92,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103522826.jpg,0
93,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324103528696.jpg,0
94,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324113338966.jpg,0
95,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324113346059.jpg,0
96,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324113354801.jpg,0
97,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324113401358.jpg,0
98,/home/rico-li/Job/Metal/Image/GB/GB_Q0696-1090324113409582.jpg,0
